Appliances,lights,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,day_of_week,is_weekend,month,avg_temp,avg_humidity
70,0,-2.5,759.7999999999998,94.0,1.0,38.0,-3.3,7,2,0,2,16.940666666666665,47.51630158730159
90,0,-2.55,759.8166666666668,94.6666666666667,1.0,39.33333333333329,-3.2666666666666706,7,2,0,2,16.911851851851853,47.525396825396825
50,0,-2.6,759.8333333333329,95.3333333333333,1.0,40.66666666666669,-3.2333333333333294,7,2,0,2,16.89851851851852,47.538082010582
60,10,-2.65,759.85,96.0,1.0,42.0,-3.2,7,2,0,2,16.89666666666667,47.488962962962965
40,0,-2.7,759.866666666667,96.6666666666667,1.0,43.33333333333329,-3.16666666666667,7,2,0,2,16.866957671957678,47.378777777777785
80,0,-2.75,759.8833333333331,97.3333333333333,1.0,44.66666666666669,-3.13333333333333,7,2,0,2,16.820317460317455,47.24474074074075
50,0,-2.8,759.9,98.0,1.0,46.0,-3.1,8,2,0,2,16.804656084656074,47.16487301587301
40,0,-2.43333333333333,759.9166666666669,98.3333333333333,1.0,44.16666666666669,-2.68333333333333,8,2,0,2,16.81451851851852,46.8754232804233
40,0,-2.06666666666667,759.9333333333329,98.6666666666667,1.0,42.33333333333329,-2.2666666666666706,8,2,0,2,16.823333333333334,46.59884126984127
40,0,-1.7,759.95,99.0,1.0,40.5,-1.85,8,2,0,2,16.795396825396832,46.267142857142865
40,10,-1.33333333333333,759.966666666667,99.3333333333333,1.0,38.66666666666669,-1.43333333333333,8,2,0,2,16.802222222222227,45.98746031746032
40,0,-0.966666666666667,759.983333333333,99.6666666666667,1.0,36.83333333333329,-1.01666666666667,8,2,0,2,16.83624338624339,45.676507936507946
70,0,-0.6,760.0,100.0,1.0,35.0,-0.6,9,2,0,2,16.869999999999994,45.42410185185186
90,10,-0.233333333333333,759.9333333333329,98.6666666666667,1.0,39.0,-0.333333333333333,9,2,0,2,16.90751322751323,45.40066137566138
60,0,0.133333333333333,759.866666666667,97.3333333333333,1.0,43.0,-0.0666666666666667,9,2,0,2,16.938592592592595,45.408444444444434
80,0,0.5,759.7999999999998,96.0,1.0,47.0,0.2,9,2,0,2,16.955449735449733,45.27740740740741
90,0,0.866666666666667,759.733333333333,94.6666666666667,1.0,51.0,0.46666666666666706,9,2,0,2,16.938518518518514,45.145925925925944
50,0,1.23333333333333,759.6666666666669,93.3333333333333,1.0,55.0,0.733333333333334,9,2,0,2,16.93021164021164,45.096190476190465
60,0,1.6,759.6,92.0,1.0,59.0,1.0,10,2,0,2,16.96255555555556,45.06251851851852
80,0,2.2,759.5666666666668,90.6666666666667,1.0,52.83333333333329,1.26666666666667,10,2,0,2,16.997830687830696,45.31841269841269
50,10,2.8,759.533333333333,89.3333333333333,1.0,46.66666666666669,1.53333333333333,10,2,0,2,17.07129629629629,45.34464814814814
60,0,3.4,759.5,88.0,1.0,40.5,1.8,10,2,0,2,17.156243386243382,45.42809523809523
60,0,4.0,759.466666666667,86.6666666666667,1.0,34.3333333333333,2.06666666666667,10,2,0,2,17.251111111111115,45.477555555555554
50,0,4.6,759.4333333333329,85.3333333333333,1.0,28.166666666666696,2.3333333333333295,10,2,0,2,17.344814814814818,45.527555555555566
30,0,5.2,759.4,84.0,1.0,22.0,2.6,11,2,0,2,17.42783068783069,45.61825396825396
40,0,5.35,759.35,81.6666666666667,1.16666666666667,25.0,2.31666666666667,11,2,0,2,17.50857142857143,45.6911111111111
70,0,5.5,759.2999999999998,79.3333333333333,1.33333333333333,28.0,2.03333333333333,11,2,0,2,17.576111111111118,45.72317989417989
80,0,5.65,759.25,77.0,1.5,31.0,1.75,11,2,0,2,17.633703703703706,45.708730158730155
120,0,5.8,759.2,74.6666666666667,1.66666666666667,34.0,1.46666666666667,11,2,0,2,17.685185185185176,45.74957671957671
40,10,5.95,759.15,72.3333333333333,1.8333333333333297,37.0,1.18333333333333,11,2,0,2,17.713015873015877,45.62516402116402
70,0,6.1,759.1,70.0,2.0,40.0,0.9,12,2,0,2,17.77765079365078,45.55442328042328
40,0,6.11666666666667,759.0,68.1666666666667,2.0,40.0,0.5166666666666672,12,2,0,2,17.850899470899478,45.48960846560848
50,0,6.133333333333329,758.9,66.3333333333333,2.0,40.0,0.133333333333333,12,2,0,2,17.8837037037037,45.47250793650793
50,0,6.15,758.7999999999998,64.5,2.0,40.0,-0.25,12,2,0,2,17.906719576719574,45.40042328042329
50,10,6.16666666666667,758.7,62.66666666666671,2.0,40.0,-0.633333333333333,12,2,0,2,17.94222222222222,45.30027513227513
50,0,6.18333333333333,758.6,60.83333333333329,2.0,40.0,-1.01666666666667,12,2,0,2,17.95333333333333,45.228
50,0,6.2,758.5,59.0,2.0,40.0,-1.4,13,2,0,2,18.004814814814814,45.153333333333336
140,0,6.16666666666667,758.35,59.66666666666671,2.0,36.66666666666669,-1.26666666666667,13,2,0,2,18.049166666666665,45.08833333333333
60,0,6.133333333333329,758.2,60.33333333333329,2.0,33.3333333333333,-1.13333333333333,13,2,0,2,18.09687830687831,45.01957671957672
240,0,6.1,758.0499999999998,61.0,2.0,30.0,-1.0,13,2,0,2,18.1477037037037,44.989185185185185
200,0,6.06666666666667,757.9,61.66666666666671,2.0,26.666666666666696,-0.866666666666667,13,2,0,2,18.173333333333332,44.972275132275136
230,0,6.03333333333333,757.75,62.33333333333329,2.0,23.3333333333333,-0.733333333333333,13,2,0,2,18.205185185185186,44.90474074074074
90,0,6.0,757.6,63.0,2.0,20.0,-0.6,14,2,0,2,18.238518518518518,44.85136243386242
190,0,6.06666666666667,757.5,62.16666666666671,2.0,23.3333333333333,-0.716666666666667,14,2,0,2,18.23962962962963,44.757407407407406
90,0,6.133333333333329,757.4,61.33333333333329,2.0,26.666666666666696,-0.8333333333333329,14,2,0,2,18.25465608465608,44.70301587301588
90,0,6.2,757.2999999999998,60.5,2.0,30.0,-0.95,14,2,0,2,18.298703703703705,44.61835185185185
80,0,6.26666666666667,757.2,59.66666666666671,2.0,33.3333333333333,-1.06666666666667,14,2,0,2,18.365714285714287,44.616534391534394
80,0,6.3333333333333295,757.1,58.83333333333329,2.0,36.66666666666669,-1.18333333333333,14,2,0,2,18.417037037037037,44.569759259259264
230,0,6.4,757.0,58.0,2.0,40.0,-1.3,15,2,0,2,18.465714285714284,44.49237037037037
420,0,6.4,756.9333333333329,57.5,2.0,40.0,-1.43333333333333,15,2,0,2,18.451111111111118,44.365925925925936
150,0,6.4,756.866666666667,57.0,2.0,40.0,-1.56666666666667,15,2,0,2,18.42884920634921,44.31101322751322
80,0,6.4,756.7999999999998,56.5,2.0,40.0,-1.7,15,2,0,2,18.428148148148143,44.17506878306878
90,0,6.4,756.733333333333,56.0,2.0,40.0,-1.8333333333333297,15,2,0,2,18.441640211640212,44.11066666666667
110,0,6.4,756.6666666666669,55.5,2.0,40.0,-1.9666666666666697,15,2,0,2,18.487777777777776,43.95386243386244
100,0,6.4,756.6,55.0,2.0,40.0,-2.1,16,2,0,2,18.574841269841265,43.96923280423279
100,0,6.3333333333333295,756.533333333333,55.5,2.0,40.0,-2.05,16,2,0,2,18.665767195767202,44.021111111111104
100,0,6.26666666666667,756.466666666667,56.0,2.0,40.0,-2.0,16,2,0,2,18.756825396825402,44.03917195767195
80,0,6.2,756.4,56.5,2.0,40.0,-1.95,16,2,0,2,18.813703703703712,43.81597883597884
70,0,6.133333333333329,756.3333333333329,57.0,2.0,40.0,-1.9,16,2,0,2,18.796031746031744,43.55539682539681
80,0,6.06666666666667,756.266666666667,57.5,2.0,40.0,-1.85,16,2,0,2,18.78162962962963,43.46661375661376
70,0,6.0,756.2,58.0,2.0,40.0,-1.8,17,2,0,2,18.77140740740742,43.54104761904762
80,0,5.8,756.1333333333331,61.0,1.8333333333333297,40.0,-1.35,17,2,0,2,18.746666666666673,43.432931216931216
90,0,5.6,756.0666666666668,64.0,1.66666666666667,40.0,-0.9,17,2,0,2,18.68740211640211,43.41756613756614
80,0,5.4,756.0,67.0,1.5,40.0,-0.45,17,2,0,2,18.633505291005292,43.22857142857145
80,0,5.2,755.9333333333329,70.0,1.33333333333333,40.0,0.0,17,2,0,2,18.55888888888889,43.10561111111111
80,0,5.0,755.866666666667,73.0,1.16666666666667,40.0,0.45,17,2,0,2,18.487037037037037,42.917354497354495
90,0,4.8,755.7999999999998,76.0,1.0,40.0,0.9,18,2,0,2,18.439259259259263,42.912592592592596
100,0,4.61666666666667,755.8166666666668,76.0,1.0,40.0,0.733333333333333,18,2,0,2,18.39074074074074,42.916560846560856
90,10,4.43333333333333,755.8333333333329,76.0,1.0,40.0,0.566666666666667,18,2,0,2,18.330740740740744,42.92577777777778
110,10,4.25,755.85,76.0,1.0,40.0,0.4,18,2,0,2,18.29772486772486,42.922566137566136
120,10,4.06666666666667,755.866666666667,76.0,1.0,40.0,0.233333333333333,18,2,0,2,18.270370370370372,42.97296296296297
100,30,3.8833333333333298,755.8833333333331,76.0,1.0,40.0,0.0666666666666667,18,2,0,2,18.252129629629632,42.97292328042329
190,30,3.7,755.9,76.0,1.0,40.0,-0.1,19,2,0,2,18.234999999999996,42.96927777777779
100,10,3.45,755.9333333333329,77.0,1.16666666666667,40.0,-0.18333333333333296,19,2,0,2,18.231195767195768,42.9342962962963
100,10,3.2,755.966666666667,78.0,1.33333333333333,40.0,-0.266666666666667,19,2,0,2,18.213259259259253,42.95518518518518
90,10,2.95,756.0,79.0,1.5,40.0,-0.35,19,2,0,2,18.179365079365077,42.884298941798946
70,0,2.7,756.033333333333,80.0,1.66666666666667,40.0,-0.43333333333333296,19,2,0,2,18.152222222222218,42.82746031746032
90,0,2.45,756.0666666666668,81.0,1.8333333333333297,40.0,-0.5166666666666672,19,2,0,2,18.11698412698411,42.79923809523809
80,10,2.2,756.1,82.0,2.0,40.0,-0.6,20,2,0,2,18.159259259259255,45.24910052910052
110,0,2.05,756.0499999999998,82.5,1.8333333333333297,38.0,-0.65,20,2,0,2,18.21291005291005,45.44322751322752
120,10,1.9,756.0,83.0,1.66666666666667,36.0,-0.7,20,2,0,2,18.21251851851851,44.053777777777775
120,20,1.75,755.95,83.5,1.5,34.0,-0.75,20,2,0,2,18.20206349206349,43.53306878306878
160,20,1.6,755.9,84.0,1.33333333333333,32.0,-0.8,20,2,0,2,18.216018518518517,44.04805555555554
120,30,1.45,755.85,84.5,1.16666666666667,30.0,-0.85,20,2,0,2,18.235066137566136,45.51805555555554
110,20,1.3,755.7999999999998,85.0,1.0,28.0,-0.9,21,2,0,2,18.199015873015874,44.46746031746033
120,20,1.28333333333333,755.8166666666668,85.3333333333333,1.0,27.666666666666696,-0.883333333333333,21,2,0,2,18.20095238095237,43.80805555555556
110,20,1.26666666666667,755.8333333333329,85.6666666666667,1.0,27.3333333333333,-0.866666666666667,21,2,0,2,18.20666666666667,43.51280423280422
110,20,1.25,755.85,86.0,1.0,27.0,-0.85,21,2,0,2,18.250476190476185,43.312645502645495
110,20,1.23333333333333,755.866666666667,86.3333333333333,1.0,26.666666666666696,-0.8333333333333329,21,2,0,2,18.269444444444442,43.01333333333334
90,30,1.21666666666667,755.8833333333331,86.6666666666667,1.0,26.3333333333333,-0.8166666666666669,21,2,0,2,18.283968253968254,42.843269841269844
110,20,1.2,755.9,87.0,1.0,26.0,-0.8,22,2,0,2,18.271481481481473,42.69201058201058
90,20,1.18333333333333,755.8833333333331,87.0,1.0,25.5,-0.8166666666666669,22,2,0,2,18.23,42.56703703703703
70,20,1.16666666666667,755.866666666667,87.0,1.0,25.0,-0.8333333333333329,22,2,0,2,18.2252380952381,42.51830687830688
80,30,1.15,755.85,87.0,1.0,24.5,-0.85,22,2,0,2,18.255555555555567,42.69385185185186
80,20,1.13333333333333,755.8333333333329,87.0,1.0,24.0,-0.866666666666667,22,2,0,2,18.244444444444444,43.01716931216932
70,20,1.11666666666667,755.8166666666668,87.0,1.0,23.5,-0.883333333333333,22,2,0,2,18.215925925925934,43.35370370370369
90,20,1.1,755.7999999999998,87.0,1.0,23.0,-0.9,23,2,0,2,18.162962962962965,43.5831746031746
90,20,0.9833333333333328,755.7999999999998,87.0,1.16666666666667,22.5,-1.01666666666667,23,2,0,2,18.158888888888885,43.876999999999995
60,20,0.866666666666667,755.7999999999998,87.0,1.33333333333333,22.0,-1.13333333333333,23,2,0,2,18.20518518518518,44.11114285714286
60,30,0.75,755.7999999999998,87.0,1.5,21.5,-1.25,23,2,0,2,18.2115343915344,44.17275132275134
50,20,0.633333333333333,755.7999999999998,87.0,1.66666666666667,21.0,-1.36666666666667,23,2,0,2,18.238518518518518,44.246931216931216
70,20,0.5166666666666672,755.7999999999998,87.0,1.8333333333333297,20.5,-1.48333333333333,23,2,0,2,18.21026455026455,44.32899470899471
60,20,0.4,755.7999999999998,87.0,2.0,20.0,-1.6,0,3,0,2,18.117407407407413,44.37815343915345
70,20,0.366666666666667,755.7999999999998,87.5,2.0,20.166666666666696,-1.55,0,3,0,2,18.083756613756623,44.496600529100526
60,30,0.333333333333333,755.7999999999998,88.0,2.0,20.3333333333333,-1.5,0,3,0,2,18.059814814814818,44.618769841269845
60,20,0.3,755.7999999999998,88.5,2.0,20.5,-1.45,0,3,0,2,18.051375661375673,44.7510582010582
50,0,0.266666666666667,755.7999999999998,89.0,2.0,20.666666666666696,-1.4,0,3,0,2,18.03703703703705,44.854328042328035
50,10,0.233333333333333,755.7999999999998,89.5,2.0,20.8333333333333,-1.35,0,3,0,2,18.031111111111116,44.92378835978835
20,0,0.2,755.7999999999998,90.0,2.0,21.0,-1.3,1,3,0,2,17.978571428571442,44.898677248677245
30,0,0.35,755.8166666666668,89.8333333333333,2.0,21.5,-1.16666666666667,1,3,0,2,17.932444444444442,44.8754074074074
20,0,0.5,755.8333333333329,89.6666666666667,2.0,22.0,-1.03333333333333,1,3,0,2,17.878148148148142,44.88444444444445
40,0,0.65,755.85,89.5,2.0,22.5,-0.9,1,3,0,2,17.886296296296294,44.96592592592592
60,0,0.8,755.866666666667,89.3333333333333,2.0,23.0,-0.766666666666667,1,3,0,2,17.86814814814815,45.03253968253968
50,0,0.95,755.8833333333331,89.1666666666667,2.0,23.5,-0.633333333333333,1,3,0,2,17.85222222222222,45.06237037037038
50,0,1.1,755.9,89.0,2.0,24.0,-0.5,2,3,0,2,17.807619047619042,45.058445767195764
40,0,1.08333333333333,755.8333333333329,88.8333333333333,2.16666666666667,23.8333333333333,-0.55,2,3,0,2,17.805185185185188,45.17767195767196
40,0,1.06666666666667,755.766666666667,88.6666666666667,2.3333333333333295,23.666666666666696,-0.6,2,3,0,2,17.761481481481482,45.19857142857143
40,0,1.05,755.7,88.5,2.5,23.5,-0.65,2,3,0,2,17.737777777777776,45.26222222222222
50,0,1.03333333333333,755.6333333333331,88.3333333333333,2.66666666666667,23.3333333333333,-0.7,2,3,0,2,17.725925925925928,45.31185185185185
50,0,1.01666666666667,755.5666666666668,88.1666666666667,2.8333333333333295,23.166666666666696,-0.75,2,3,0,2,17.733333333333334,45.37935714285714
60,0,1.0,755.5,88.0,3.0,23.0,-0.8,3,3,0,2,17.75195767195767,45.45568253968255
50,0,0.9166666666666669,755.5,88.3333333333333,2.66666666666667,23.0,-0.8333333333333329,3,3,0,2,17.733333333333338,45.490687830687826
50,0,0.8333333333333329,755.5,88.6666666666667,2.3333333333333295,23.0,-0.866666666666667,3,3,0,2,17.73148148148148,45.53193650793652
40,0,0.75,755.5,89.0,2.0,23.0,-0.9,3,3,0,2,17.727037037037036,45.56472222222222
30,0,0.666666666666667,755.5,89.3333333333333,1.66666666666667,23.0,-0.933333333333333,3,3,0,2,17.717037037037038,45.57451851851852
30,0,0.5833333333333329,755.5,89.6666666666667,1.33333333333333,23.0,-0.966666666666667,3,3,0,2,17.67656084656085,45.5684021164021
20,0,0.5,755.5,90.0,1.0,23.0,-1.0,4,3,0,2,17.640277777777776,45.512824074074075
40,0,0.35,755.5,90.8333333333333,1.0,29.666666666666696,-1.01666666666667,4,3,0,2,17.597989417989414,45.56285714285715
50,0,0.2,755.5,91.6666666666667,1.0,36.33333333333329,-1.03333333333333,4,3,0,2,17.56111111111111,45.53807407407408
50,0,0.05,755.5,92.5,1.0,43.0,-1.05,4,3,0,2,17.55333333333333,45.55772486772488
50,0,-0.1,755.5,93.3333333333333,1.0,49.66666666666669,-1.06666666666667,4,3,0,2,17.53333333333333,45.56111111111111
50,0,-0.25,755.5,94.1666666666667,1.0,56.33333333333329,-1.08333333333333,4,3,0,2,17.532010582010585,45.54867724867724
50,0,-0.4,755.5,95.0,1.0,63.0,-1.1,5,3,0,2,17.510370370370364,45.542592592592584
50,0,-0.5,755.5499999999998,95.1666666666667,1.0,62.66666666666669,-1.18333333333333,5,3,0,2,17.461058201058187,45.50875661375661
40,0,-0.6,755.6,95.3333333333333,1.0,62.33333333333329,-1.26666666666667,5,3,0,2,17.41629629629629,45.43103703703702
50,0,-0.7,755.65,95.5,1.0,62.0,-1.35,5,3,0,2,17.375555555555554,45.40851851851853
50,0,-0.8,755.7,95.6666666666667,1.0,61.66666666666669,-1.43333333333333,5,3,0,2,17.357777777777777,45.41177777777778
50,0,-0.9,755.75,95.8333333333333,1.0,61.33333333333329,-1.51666666666667,5,3,0,2,17.327777777777772,45.38777777777777
50,0,-1.0,755.7999999999998,96.0,1.0,61.0,-1.6,6,3,0,2,17.277777777777782,45.33435185185184
40,0,-0.933333333333333,755.8166666666668,96.0,1.16666666666667,61.33333333333329,-1.53333333333333,6,3,0,2,17.25333333333333,45.33502645502645
40,0,-0.866666666666667,755.8333333333329,96.0,1.33333333333333,61.66666666666669,-1.46666666666667,6,3,0,2,17.24222222222222,45.401111111111106
30,0,-0.8,755.85,96.0,1.5,62.0,-1.4,6,3,0,2,17.23481481481481,45.474148148148146
20,0,-0.733333333333333,755.866666666667,96.0,1.66666666666667,62.33333333333329,-1.33333333333333,6,3,0,2,17.23407407407408,45.52557407407408
30,0,-0.666666666666667,755.8833333333331,96.0,1.8333333333333297,62.66666666666669,-1.26666666666667,6,3,0,2,17.25407407407407,45.61459259259258
70,10,-0.6,755.9,96.0,2.0,63.0,-1.2,7,3,0,2,17.25666666666666,45.70962962962963
80,0,-0.6,755.9333333333329,95.8333333333333,1.8333333333333297,62.66666666666669,-1.21666666666667,7,3,0,2,17.24443121693121,45.82871693121693
60,10,-0.6,755.966666666667,95.6666666666667,1.66666666666667,62.33333333333329,-1.23333333333333,7,3,0,2,17.23481481481481,45.86555555555555
40,0,-0.6,756.0,95.5,1.5,62.0,-1.25,7,3,0,2,17.202613756613754,45.80501587301588
40,0,-0.6,756.033333333333,95.3333333333333,1.33333333333333,61.66666666666669,-1.26666666666667,7,3,0,2,17.174444444444447,45.74269841269841
80,0,-0.6,756.0666666666668,95.1666666666667,1.16666666666667,61.33333333333329,-1.28333333333333,7,3,0,2,17.15481481481481,45.717777777777776
210,0,-0.6,756.1,95.0,1.0,61.0,-1.3,8,3,0,2,17.13492063492063,45.65651851851851
260,0,-0.25,756.15,94.1666666666667,1.0,60.16666666666669,-1.08333333333333,8,3,0,2,17.171037037037042,45.511100529100524
180,0,0.1,756.2,93.3333333333333,1.0,59.33333333333329,-0.866666666666667,8,3,0,2,17.199074074074073,45.340072751322744
80,0,0.45,756.25,92.5,1.0,58.5,-0.65,8,3,0,2,17.20148148148148,45.09481481481481
60,0,0.8,756.2999999999998,91.6666666666667,1.0,57.66666666666669,-0.43333333333333296,8,3,0,2,17.243333333333332,44.98026455026456
70,10,1.15,756.35,90.8333333333333,1.0,56.83333333333329,-0.216666666666667,8,3,0,2,17.308666666666657,44.852370370370366
110,20,1.5,756.4,90.0,1.0,56.0,0.0,9,3,0,2,17.357037037037028,44.69798941798941
350,30,1.75,756.466666666667,89.1666666666667,1.16666666666667,57.33333333333329,0.116666666666667,9,3,0,2,17.38518518518518,44.48622222222221
250,20,2.0,756.533333333333,88.3333333333333,1.33333333333333,58.66666666666669,0.233333333333333,9,3,0,2,17.358941798941796,44.352433862433855
130,20,2.25,756.6,87.5,1.5,60.0,0.35,9,3,0,2,17.33874074074074,44.326592592592604
100,20,2.5,756.6666666666669,86.6666666666667,1.66666666666667,61.33333333333329,0.46666666666666706,9,3,0,2,17.424603174603178,44.462698412698415
100,20,2.75,756.733333333333,85.8333333333333,1.8333333333333297,62.66666666666669,0.5833333333333329,9,3,0,2,17.50388888888888,44.521314814814815
100,30,3.0,756.7999999999998,85.0,2.0,64.0,0.7,10,3,0,2,17.54518518518519,44.55103174603175
90,20,3.25,756.8166666666668,83.5,2.16666666666667,56.83333333333329,0.683333333333333,10,3,0,2,17.603703703703708,44.63159259259258
100,20,3.5,756.8333333333329,82.0,2.3333333333333295,49.66666666666669,0.666666666666667,10,3,0,2,17.66925925925926,44.66814814814815
80,20,3.75,756.85,80.5,2.5,42.5,0.65,10,3,0,2,17.71851851851851,44.636296296296315
80,30,4.0,756.866666666667,79.0,2.66666666666667,35.3333333333333,0.633333333333333,10,3,0,2,17.797037037037043,44.6226455026455
270,20,4.25,756.8833333333331,77.5,2.8333333333333295,28.166666666666696,0.616666666666667,10,3,0,2,17.862182539682543,44.60175661375662
770,20,4.5,756.9,76.0,3.0,21.0,0.6,11,3,0,2,17.914074074074083,44.57091005291004
540,30,4.65,756.9166666666669,74.0,3.16666666666667,24.166666666666696,0.333333333333333,11,3,0,2,17.988888888888887,44.57171428571429
360,20,4.8,756.9333333333329,72.0,3.3333333333333295,27.3333333333333,0.0666666666666667,11,3,0,2,18.062592592592587,44.64315343915345
300,20,4.95,756.95,70.0,3.5,30.5,-0.2,11,3,0,2,18.122962962962966,44.5521693121693
270,30,5.1,756.966666666667,68.0,3.6666666666666705,33.66666666666669,-0.46666666666666706,11,3,0,2,18.228518518518513,44.56814814814813
250,20,5.25,756.983333333333,66.0,3.8333333333333295,36.83333333333329,-0.733333333333334,11,3,0,2,18.367037037037036,44.312804232804226
230,20,5.4,757.0,64.0,4.0,40.0,-1.0,12,3,0,2,18.384232804232806,44.035714285714306
210,20,5.51666666666667,756.983333333333,62.83333333333329,3.8333333333333295,37.83333333333329,-1.13333333333333,12,3,0,2,18.416904761904764,43.094788359788375
160,30,5.633333333333329,756.966666666667,61.66666666666671,3.6666666666666705,35.66666666666669,-1.26666666666667,12,3,0,2,18.53451851851851,42.984063492063484
70,20,5.75,756.95,60.5,3.5,33.5,-1.4,12,3,0,2,18.674656084656075,42.599312169312185
80,20,5.86666666666667,756.9333333333329,59.33333333333329,3.3333333333333295,31.3333333333333,-1.53333333333333,12,3,0,2,18.693999999999996,42.305851851851855
350,20,5.98333333333333,756.9166666666669,58.16666666666671,3.16666666666667,29.166666666666696,-1.66666666666667,12,3,0,2,18.60619047619047,42.238042328042326
710,30,6.1,756.9,57.0,3.0,27.0,-1.8,13,3,0,2,18.55355555555555,41.93140740740741
450,20,6.03333333333333,756.866666666667,57.16666666666671,3.16666666666667,29.166666666666696,-1.8333333333333297,13,3,0,2,18.62891534391534,41.01722222222222
350,20,5.96666666666667,756.8333333333329,57.33333333333329,3.3333333333333295,31.3333333333333,-1.86666666666667,13,3,0,2,18.788333333333323,41.07657407407407
280,20,5.9,756.7999999999998,57.5,3.5,33.5,-1.9,13,3,0,2,18.92449735449736,40.91497354497354
300,20,5.8333333333333295,756.766666666667,57.66666666666671,3.6666666666666705,35.66666666666669,-1.93333333333333,13,3,0,2,18.953074074074074,40.76375925925926
250,20,5.76666666666667,756.733333333333,57.83333333333329,3.8333333333333295,37.83333333333329,-1.9666666666666697,13,3,0,2,18.94333333333333,40.84722222222222
230,30,5.7,756.7,58.0,4.0,40.0,-2.0,14,3,0,2,18.93444444444445,39.6962962962963
110,20,5.51666666666667,756.716666666667,60.16666666666671,3.6666666666666705,40.0,-1.71666666666667,14,3,0,2,18.902962962962956,39.636613756613755
60,20,5.3333333333333295,756.733333333333,62.33333333333329,3.3333333333333295,40.0,-1.43333333333333,14,3,0,2,18.887037037037032,39.678518518518516
60,30,5.15,756.75,64.5,3.0,40.0,-1.15,14,3,0,2,18.86074074074073,39.78772486772487
300,20,4.96666666666667,756.766666666667,66.6666666666667,2.66666666666667,40.0,-0.866666666666667,14,3,0,2,18.76518518518518,39.825185185185205
290,20,4.78333333333333,756.783333333333,68.8333333333333,2.3333333333333295,40.0,-0.5833333333333329,14,3,0,2,18.59128306878308,40.46423280423281
250,20,4.6,756.7999999999998,71.0,2.0,40.0,-0.3,15,3,0,2,18.471164021164018,41.354338624338624
230,20,4.6,756.766666666667,70.6666666666667,2.0,38.0,-0.35,15,3,0,2,18.477936507936498,41.860455026455014
220,20,4.6,756.733333333333,70.3333333333333,2.0,36.0,-0.4,15,3,0,2,18.482962962962958,42.12278306878307
130,30,4.6,756.7,70.0,2.0,34.0,-0.45,15,3,0,2,18.50333333333333,42.34742857142857
80,0,4.6,756.6666666666669,69.6666666666667,2.0,32.0,-0.5,15,3,0,2,18.580476190476176,42.612306878306875
80,0,4.6,756.6333333333331,69.3333333333333,2.0,30.0,-0.55,15,3,0,2,18.6374074074074,42.557248677248666
80,0,4.6,756.6,69.0,2.0,28.0,-0.6,16,3,0,2,18.608730158730157,42.329544973544984
70,0,4.66666666666667,756.6,68.5,2.0,30.0,-0.65,16,3,0,2,18.52,42.20994708994707
80,0,4.73333333333333,756.6,68.0,2.0,32.0,-0.7,16,3,0,2,18.46351851851851,42.20383597883597
70,10,4.8,756.6,67.5,2.0,34.0,-0.75,16,3,0,2,18.418888888888887,42.17722222222222
80,0,4.86666666666667,756.6,67.0,2.0,36.0,-0.8,16,3,0,2,18.364907407407397,42.10265873015875
90,0,4.93333333333333,756.6,66.5,2.0,38.0,-0.85,16,3,0,2,18.35666666666667,42.13444444444445
90,0,5.0,756.6,66.0,2.0,40.0,-0.9,17,3,0,2,18.354814814814816,42.16343915343915
80,0,4.91666666666667,756.6,67.1666666666667,2.3333333333333295,37.83333333333329,-0.733333333333333,17,3,0,2,18.35281481481481,42.15785185185184
80,0,4.8333333333333295,756.6,68.3333333333333,2.66666666666667,35.66666666666669,-0.566666666666667,17,3,0,2,18.31375661375661,41.44126984126986
80,0,4.75,756.6,69.5,3.0,33.5,-0.4,17,3,0,2,18.291851851851856,40.85785185185184
100,0,4.66666666666667,756.6,70.6666666666667,3.3333333333333295,31.3333333333333,-0.233333333333333,17,3,0,2,18.273492063492068,40.84857142857142
90,0,4.5833333333333295,756.6,71.8333333333333,3.6666666666666705,29.166666666666696,-0.0666666666666667,17,3,0,2,18.223333333333333,40.83496296296297
100,20,4.5,756.6,73.0,4.0,27.0,0.1,18,3,0,2,18.188888888888886,40.71298941798942
110,30,4.25,756.6666666666669,74.3333333333333,3.5,27.3333333333333,0.0833333333333333,18,3,0,2,18.162592592592596,40.55740740740741
720,20,4.0,756.733333333333,75.6666666666667,3.0,27.666666666666696,0.0666666666666667,18,3,0,2,18.168412698412702,40.50756613756613
530,20,3.75,756.7999999999998,77.0,2.5,28.0,0.05,18,3,0,2,18.178518518518512,40.482703703703706
100,10,3.5,756.866666666667,78.3333333333333,2.0,28.3333333333333,0.0333333333333333,18,3,0,2,18.186243386243376,41.500793650793646
100,10,3.25,756.9333333333329,79.6666666666667,1.5,28.666666666666696,0.0166666666666667,18,3,0,2,18.200740740740734,42.16629629629628
90,10,3.0,757.0,81.0,1.0,29.0,0.0,19,3,0,2,18.215555555555554,42.2562962962963
90,0,2.88333333333333,757.033333333333,81.5,1.0,28.5,-0.0333333333333333,19,3,0,2,18.2287037037037,42.261666666666656
100,0,2.7666666666666706,757.0666666666668,82.0,1.0,28.0,-0.0666666666666667,19,3,0,2,18.25898148148148,42.20679629629629
130,0,2.65,757.1,82.5,1.0,27.5,-0.1,19,3,0,2,18.285185185185185,42.178915343915335
